,meteo_temp_max,meteo_temp_min,meteo_temp_mean,meteo_temp_max-min,meteo_pressure_max,meteo_pressure_min,meteo_pressure_mean,meteo_pressure_max-min,meteo_relhum_max,meteo_relhum_min,meteo_relhum_mean,meteo_relhum_max-min,meteo_wind_speed,meteo_precipitation,prtcl_elem_carbon_inPM10,prtcl_org_carbon_inPM10,prtcl_tot_carbon_inPM10,prtcl_sec_org_carbon_inOC,prtcl_elem_carbon_unit,prtcl_org_carbon_unit,prtcl_org_by_elem_carbon,prtcl_pm10_unit,prtcl_sec_carbon_unit,prtcl_tot_carbon_unit,no2,weekdays,weeknum,months,year,season,meteo_wind_direction_numerical
10-05-12,25.2,10.1,18.6,15.1,1009.9,0,1009.4,1009.9,67,36,55,31,0.6,0,6.962287321,18.09194079,25.05423295,49.46623845,1.928040369,5.010133966,2.598562793,27.69262858,2.478324814,6.938175677,82.59844577,3,20,5,2012,1,135
11-05-12,27.1,11.5,20,15.6,1011.1,0,1009.5,1011.1,69,38,57,31,0.8,0,5.236988623,19.47649706,24.7134857,64.6909833,1.049526688,3.903217083,3.71902604,20.04065243,2.525029511,4.952743773,39.09362817,4,20,5,2012,1,135
14-05-12,14.5,8,11.4,6.5,1003.2,0,1000.8,1003.2,73,53,60,20,3.2,0,4.066649801,15.14172834,19.20838419,64.73237883,0.663367523,2.469976839,3.723391264,16.31238379,1.598874765,3.133345348,25.04718585,0,21,5,2012,1,22.5
15-05-12,17.2,10.7,12.3,6.5,996.5,0,995,996.5,87,56,68,31,0.8,0,10.22182992,21.69835124,31.92018538,38.13902539,1.783763811,3.786477961,2.122746261,17.45053308,1.444125791,5.570242508,44.56892624,1,21,5,2012,1,67.5
16-05-12,12.6,6.4,9.7,6.2,998,0,996.1,998,83,54,72,29,0.8,6,15.1922759,30.70109356,45.89336958,35.01938215,0.880092177,1.778521694,2.020835703,5.793023922,0.622827309,2.658613878,27.3073913,2,21,5,2012,1,292.5
17-05-12,17,8.4,12.1,8.6,1004.2,0,1003.3,1004.2,59,33,46,26,2.5,0,8.021535618,20.31118271,28.33271492,48.1394467,0.994549484,2.518280445,2.532081596,12.3984924,1.212286273,3.512829506,39.3676866,3,21,5,2012,1,22.5
18-05-12,17.6,3.3,11.9,14.3,1004.4,0,1002.8,1004.4,66,37,49,29,0.4,0,4.7503817,19.07832033,23.82870204,67.3033534,1.094171193,4.394372883,4.016165761,23.03333211,2.957560312,5.488544079,40.78711878,4,21,5,2012,1,315
21-05-12,21.5,15.6,17.6,5.9,992.8,0,991.3,992.8,91,70,78,21,0.2,15.6,6.248548999,28.34051292,34.58906458,71.0474836,0.962759918,4.36663134,4.535535038,15.40773575,3.102381685,5.329391667,63.22036392,0,22,5,2012,1,22.5
22-05-12,17.4,13.4,14.8,4,992.5,0,990.4,992.5,89,81,86,8,1.8,6.7,13.77915335,21.53682207,35.31597395,15.9852081,2.13426883,3.335863015,1.563000391,15.48911443,0.533244645,5.470131617,45.72914157,1,22,5,2012,1,292.5
23-05-12,26.4,14,19.2,12.4,999.2,0,996.5,999.2,93,57,77,36,1.8,1.1,6.16658924,19.53827348,25.70485924,58.55485349,1.54758141,4.903370022,3.168408454,25.09622985,2.871161132,6.450950558,59.9678158,2,22,5,2012,1,337.5
24-05-12,27.4,15.9,20.7,11.5,1001.9,0,1000.1,1001.9,89,51,65,38,1.7,5.1,3.990086671,31.40425549,35.39434102,83.31567388,0.753026762,5.926749659,7.870569759,18.87244123,4.937911418,6.679776206,47.5729617,3,22,5,2012,1,0
25-05-12,22.4,13.9,16.4,8.5,1003.4,0,1003.2,1003.4,79,54,63,25,1.9,0,3.824866597,25.37714507,29.2020147,80.20805968,0.88483444,5.870681076,6.634779128,23.13373337,4.708759381,6.755516218,50.72903659,4,22,5,2012,1,0
28-05-12,24,8.3,17.5,15.7,999.5,0,998.1,999.5,73,38,60,35,0.3,0.9,10.02260434,31.96687839,41.98948279,58.82864125,1.251587444,3.991910911,3.189478234,12.48764694,2.348386949,5.243498362,42.66554036,0,23,5,2012,1,180
29-05-12,23.3,11.6,17,11.7,997.7,0,997.3,997.7,83,68,74,15,0.9,0.7,8.730204949,25.91926413,34.64947346,55.77003309,1.760865279,5.227864929,2.968918173,20.1698046,2.915582,6.988731092,53.41900632,1,23,5,2012,1,0
30-05-12,26.7,12.1,20,14.6,1002.5,0,1001.1,1002.5,88,38,66,50,1,2,8.089960341,22.21117013,30.30113302,52.17116566,1.407923023,3.865484683,2.745522745,17.40333652,2.016668417,5.273408151,65.43513237,2,23,5,2012,1,247.5
31-05-12,25.6,12.5,,13.1,1003.1,1001.6,1002.2,1.5,84,49,71,35,0.7,0.6,10.61340457,24.22314626,34.83654628,42.46408679,2.023865374,4.619100933,2.2823163,19.0689553,1.961459029,6.642965439,77.98535833,3,23,5,2012,1,135
01-06-12,20.8,13.5,17.4,7.3,999.9,997.8,998.7,2.1,94,89,92,5,0.4,32.5,7.286206808,23.99799982,31.28420662,60.13045396,1.165776925,3.839626731,3.29362046,15.99977815,2.308784984,5.005403656,45.9289677,4,23,6,2012,2,135
04-06-12,26.5,15.3,19.8,11.2,995,992.5,994,2.5,92,46,71,46,0.8,12.2,8.609642134,18.39912211,27.00875893,38.55269488,1.280774624,2.737062509,2.137036804,14.87604948,1.055211358,4.017836342,56.29491834,0,24,6,2012,2,247.5
05-06-12,21.8,13.4,15.8,8.4,1001.4,995.9,998,5.5,85,43,73,42,0.8,6.4,19.72830418,40.0162407,59.74453854,35.26065348,1.532308869,3.108084708,2.028366977,7.767058209,1.095930979,4.640393085,61.1159282,1,24,6,2012,2,180
06-06-12,24.3,7,17.4,17.3,1001.3,996.1,998.3,5.2,81,53,69,28,0.9,0,8.354033411,20.9480601,29.30209351,47.63184913,1.321324358,3.313271651,2.507538463,15.81660371,1.578172554,4.634596009,33.34652592,2,24,6,2012,2,202.5
07-06-12,27,14.2,22.4,12.8,997.3,995.3,996.2,2,62,54,56,8,1.7,0,7.525006098,20.50115755,28.02616365,51.89330824,1.223401641,3.342023584,2.751254188,16.31244231,1.735511852,4.565425225,34.80120631,3,24,6,2012,2,202.5
08-06-12,29.1,19.4,25.5,9.7,997,996.2,996.6,0.8,55,48,51,7,1.8,0,6.695978786,20.054255,26.75023378,56.15476736,1.125478925,3.370775517,2.994969913,16.80828092,1.89285115,4.496254441,36.2558867,4,24,6,2012,2,225
11-06-12,24,15.2,17.9,8.8,991.8,990.1,990.7,1.7,95,50,92,45,0.4,14.6,9.231143171,25.19815493,34.42930095,51.89374073,1.335198116,3.644676326,2.729689537,14.46406031,1.891358883,4.979874855,64.24004721,0,25,6,2012,2,0
12-06-12,19.3,15,16.4,4.3,989.6,988.5,989.1,1.1,95,87,89,8,0.4,14.8,15.64977394,26.42144742,42.07121174,22.22029246,1.892109569,3.194440615,1.688295787,12.09033163,0.709814047,5.086549021,49.30433541,1,25,6,2012,2,135
13-06-12,23.5,11.4,17.2,12.1,999.9,993.8,996.8,6.1,96,82,71,14,0.3,5.9,12.66977022,23.92308989,36.59285251,30.45493634,1.407650216,2.657928445,1.888202349,11.1103058,0.809470416,4.065577816,71.28479935,2,25,6,2012,2,0
14-06-12,23.9,13,18.5,10.9,1003.4,1003.3,1003.3,0.1,82,48,71,34,0.4,0,11.32018022,24.36441611,35.68459489,38.98843356,1.677292076,3.610034583,2.152299314,14.81683192,1.407495935,5.287326446,63.57606531,3,25,6,2012,2,247.5
15-06-12,27.3,12.4,21,14.9,1005.8,1005.4,1005.5,0.4,76,49,62,27,0.8,0,3.103016805,21.57449573,24.67751253,81.11320282,0.760131127,5.285000625,6.952748595,24.49651983,4.286833276,6.045131752,70.42747262,4,25,6,2012,2,157.5
18-06-12,31.2,17.6,25.1,13.6,1003.7,1001.7,1002.5,2,71,44,59,27,0.3,0,3.02872322,22.97986309,26.00858805,82.6927928,1.059719674,8.040422069,7.587310367,34.98899031,6.648849562,9.100142354,60.40078968,0,26,6,2012,2,67.5
19-06-12,32.1,18.4,26,13.7,1002.1,1000.4,1001.2,1.7,74,40,61,34,0.4,0,3.860211628,22.61794092,26.47815442,77.58839849,1.455838444,8.530119872,5.859248947,37.71395416,6.618383397,9.985959023,75.93937273,1,26,6,2012,2,45
20-06-12,32.5,19.4,27,13.1,999.1,994.2,996.8,4.9,74,42,65,32,1,0,3.430313312,24.90041587,28.33072973,81.90985571,1.366230047,9.917372917,7.258933398,39.8281417,8.123305847,11.28360318,67.517525,2,26,6,2012,2,67.5
21-06-12,33.5,20.4,27.4,13.1,995,993.6,994.2,1.4,76,48,66,28,0.6,0,2.635892727,22.25838187,24.89427219,82.16172256,0.466344097,3.937969431,8.444342838,17.69207418,3.235503519,4.404313102,25.91958731,3,26,6,2012,2,67.5
22-06-12,27.9,18.1,24.7,9.8,1003,998.5,1001.1,4.5,70,46,58,24,1.8,0,2.635892727,22.25838187,24.89427219,82.16172256,0.466344097,3.937969431,8.444342838,17.69207418,3.235503519,4.404313102,25.91958731,4,26,6,2012,2,0
25-06-12,29.3,15,20.2,14.3,1002.3,996.6,998.8,5.7,95,46,71,49,3,24.4,9.613470782,26.28767017,35.90114095,44.9132837,1.382499524,3.78039236,2.734461961,14.3808574,1.697898346,5.162891884,44.15065581,0,27,6,2012,2,22.5
26-06-12,25.5,14,19.6,11.5,1004.9,1004,1004.4,0.9,80,57,67,23,0.3,0,9.613470782,26.28767017,35.90114095,44.9132837,1.382499524,3.78039236,2.734461961,14.3808574,1.697898346,5.162891884,44.15065581,1,27,6,2012,2,157.5
27-06-12,27.4,13.2,21.4,14.2,1006.5,1002.5,1004.4,4,64,42,56,22,1.1,0,9.201068849,25.88549441,35.08655416,46.45726057,1.663734778,4.680608089,2.813313848,18.08197292,2.174482296,6.344341222,47.25291536,2,27,6,2012,2,90
28-06-12,31,14.6,24,16.4,1001.1,997.8,999.3,3.3,73,40,62,33,0.7,0,11.8573288,34.48619245,46.34351991,48.20827372,1.928041659,5.607571218,2.908428452,16.26033731,2.703313282,7.53561266,68.6669215,3,27,6,2012,2,225
29-06-12,32.9,17.7,26.5,15.2,998.7,997.9,998.3,0.8,76,40,63,36,0.6,0,3.363357751,19.01829402,22.38165177,73.3608552,1.016069721,5.745422917,5.654555783,30.20998051,4.214891387,6.761492637,71.38185873,4,27,6,2012,2,225
02-07-12,34.2,21.3,28.6,12.9,1001.5,998.8,1000.2,2.7,68,42,56,26,1.9,0,2.482736161,18.52237153,21.00510565,79.80923613,1.035937962,7.728581117,7.460467135,41.72565648,6.168121553,8.764518226,56.06849304,0,28,7,2012,2,112.5
03-07-12,34.1,21.8,28.8,12.3,998.8,996.2,997.3,2.6,70,48,59,22,1.2,0,3.45548079,18.35108491,21.80656528,71.63612848,1.752471825,9.306884113,5.310718256,50.71571603,6.667091461,11.05935572,78.41327929,1,28,7,2012,2,67.5
04-07-12,33,20.5,27.2,12.5,998.2,996.2,997,2,69,41,57,28,0.9,0,5.676744362,19.26279903,24.9395446,55.60861296,2.106366814,7.147498289,3.393282804,37.10519057,3.97462466,9.253865551,54.06863478,2,28,7,2012,2,22.5
05-07-12,34.1,20.5,27.2,13.6,996.6,995.2,995.9,1.4,73,43,60,30,0.5,0,6.493257518,20.00462091,26.49787842,51.10650613,2.206386592,6.797501443,3.080829746,33.97965637,3.473965491,9.003888032,68.47956062,3,28,7,2012,2,0
06-07-12,34,18.6,26.9,15.4,996.4,995.2,995.8,1.2,66,37,53,29,0.6,0,3.983304652,19.49405867,23.47736669,69.22060876,0.855576485,4.187140994,4.89394118,21.47906224,2.898364486,5.042718203,53.06640561,4,28,7,2012,2,157.5
09-07-12,33.9,18.3,26.8,15.6,997.6,995.7,996.4,1.9,57,35,49,22,0.8,0,7.142072024,23.52950217,30.67157418,54.27746951,1.195121454,3.937318576,3.294492424,16.73353965,2.13707689,5.132440028,48.95922048,0,29,7,2012,2,45
10-07-12,31.5,20.6,26.1,10.9,999.6,999.6,998.4,0,64,40,55,24,1.4,3.4,8.660611951,28.54858951,37.20920537,54.30352551,1.550575806,5.111273019,3.296370934,17.90376725,2.775601448,6.661849526,47.93545747,1,29,7,2012,2,67.5
11-07-12,32.5,18.8,24.7,13.7,999.2,996.8,997.6,2.4,83,40,62,43,1.4,12.3,9.1037411,35.38384799,44.48759674,61.24447636,1.029572821,4.001678845,3.886737067,11.30933766,2.450807254,5.031252532,61.236825,2,29,7,2012,2,67.5
12-07-12,26.8,17.6,23.5,9.2,1000.3,999.3,999.9,1,89,44,61,45,1.8,0,11.4679273,30.16852634,41.63645854,42.74022912,1.002220371,2.63652802,2.63068692,8.739333138,1.126858116,3.638748819,17.21454319,3,29,7,2012,2,135
13-07-12,25.8,18.8,20.4,7,999.7,996,997.5,3.7,69,50,58,19,1.9,0,7.695222059,22.34570955,30.0409316,48.12647291,0.866533208,2.516275584,2.90384207,11.2606654,1.210994687,3.38280879,38.35541985,4,29,7,2012,2,315
16-07-12,25.3,12.6,18.7,12.7,1008.5,1006.9,1007.5,1.6,71,36,57,35,1.2,0,45.46425533,99.43571321,144.899996,31.12740286,0.961374532,2.102640008,2.187118485,2.11457226,0.654497226,3.06401512,49.30642991,0,30,7,2012,2,0
17-07-12,26.8,11.8,21,15,1009,1006.1,1007.1,2.9,59,34,50,25,1.1,0,9.022682142,21.98094285,31.00363128,38.1687378,1.330308691,3.240881021,2.436187212,14.74404917,1.237003379,4.57119064,65.83906207,1,30,7,2012,2,22.5
18-07-12,29,14.6,22.6,14.4,1006.7,1001.8,1004.2,4.9,63,34,53,29,0.3,0,6.954736574,20.49301558,27.44776008,48.87967741,1.31862901,3.885508036,2.946627147,18.96015752,1.899223794,5.204138548,48.85277617,2,30,7,2012,2,0
19-07-12,34.8,13.9,27.8,20.9,999.6,995.3,996.8,4.3,63,30,42,33,2.3,0,10.3322736,35.53728088,45.86955628,56.20440063,1.21013153,4.162180149,3.43944443,11.71215143,2.339328406,5.37231189,58.61986667,3,30,7,2012,2,112.5
20-07-12,31.9,16.8,25.4,15.1,999.5,995.9,997.7,3.6,60,38,52,22,1,0,5.010947396,21.86162967,26.87257423,65.47321967,0.515490144,2.24896686,4.362773732,10.2872791,1.472471012,2.764456712,31.13373328,4,30,7,2012,2,67.5
23-07-12,24.7,13.9,21.8,10.8,1007.9,1005.5,1006.8,2.4,67,45,53,22,3.1,2.2,5.069772667,27.16182588,32.23159851,71.88433914,0.65603358,3.514767042,5.357602335,12.94009857,2.526567061,4.170800618,20.32130173,0,31,7,2012,2,45
24-07-12,28.1,19.4,22.2,8.7,1003.1,1000.4,1001.9,2.7,78,54,66,24,2.3,19.2,3.957469004,19.03332627,22.99079397,68.68001099,0.733309324,3.526828789,4.80946945,18.52975533,2.4222264,4.26013787,33.11641818,1,31,7,2012,2,67.5
25-07-12,25.4,18.4,21.1,7,999.7,998.1,998.8,1.6,92,63,81,29,0.7,1,7.726262954,24.08936403,31.8156209,51.68712063,1.430792118,4.4610017,3.11785454,18.51855323,2.30576333,5.891792692,37.27899355,2,31,7,2012,2,67.5
26-07-12,29.2,16.5,22.8,12.7,1000.5,999.8,1000.2,0.7,88,48,73,40,1.2,1.3,7.157747651,21.36958899,28.52733428,49.54560706,1.335925141,3.988429402,2.985518634,18.66404358,1.97609156,5.324354103,46.58185833,3,31,7,2012,2,67.5
27-07-12,31.2,17.6,24.8,13.6,1000.7,998.4,999.5,2.3,83,47,69,36,0.6,0,3.243730813,21.60883884,24.85257284,77.38835559,0.729428677,4.859252397,6.661723824,22.48733694,3.760495524,5.588681793,41.21057309,4,31,7,2012,2,180
30-07-12,28.5,16.1,24.4,12.4,1002.1,1001.1,1001.7,1,63,48,54,15,1.5,0,6.204401488,23.21270483,29.41710628,59.73822517,0.81740504,3.058180865,3.741328616,13.17459937,1.826902972,3.8755859,50.55814124,0,32,7,2012,2,112.5
31-07-12,28.2,20.7,22.6,7.5,1003.6,1002.3,1002.7,1.3,66,46,59,20,0.9,0,9.342577346,27.26282227,36.60539961,48.38039689,1.207807431,3.524534837,2.918126472,12.92798963,1.705183942,4.732342267,53.71081379,1,32,7,2012,2,247.5
01-08-12,31.3,15.2,24.9,16.1,1002.7,1000.1,1001.2,2.6,66,36,53,30,0.5,0,5.612395679,19.51423449,25.12662597,56.67729817,1.207717025,4.199218048,3.476988368,21.51874341,2.380003334,5.406934171,24.11438045,2,32,8,2012,2,22.5
02-08-12,32.6,16,25.1,16.6,1000.1,998.9,999.3,1.2,68,31,52,37,0.3,0,6.622951266,23.39907807,30.02202838,57.36447802,1.503155507,5.310691813,3.533028876,22.69615836,3.046450638,6.813847104,65.19964762,3,32,8,2012,2,112.5
03-08-12,34.6,17.2,27,17.4,998.9,998.1,998.6,0.8,63,30,50,33,0.8,0,4.326420833,20.24270194,24.56911977,67.80569516,1.012264575,4.736240616,4.678856433,23.39727488,3.211440874,5.748504487,36.34664352,4,32,8,2012,2,67.5
06-08-12,37.5,18.2,30.1,19.3,998.3,996.8,997.4,1.5,59,25,41,34,1.5,0,3.369632169,12.73441962,16.10405398,60.14139358,0.974148794,3.68147587,3.779172024,28.90964786,2.214090892,4.655625297,43.28005675,0,33,8,2012,2,157.5
07-08-12,30.5,21.5,24.9,9,1005.1,1004.9,1005,0.2,51,30,41,21,2.3,0,5.174953537,15.98936064,21.16431418,51.24781016,0.661735564,2.04460359,3.089759266,12.78727546,1.047814566,2.706339154,35.02544994,1,33,8,2012,2,0
08-08-12,29.9,22,25.3,7.9,1006.1,1004.9,1005.4,1.2,47,33,42,14,2.3,0,4.263207284,20.67028773,24.93349831,68.93232892,0.572354461,2.775077682,4.848529839,13.42544293,1.912925675,3.347432586,22.98468936,2,33,8,2012,2,22.5
09-08-12,29.4,15.5,23.4,13.9,1006.8,1004.5,1005.7,2.3,62,34,52,28,1,0,5.071890031,18.62510299,23.69699421,58.98054206,0.923311537,3.390604364,3.672221377,18.20448653,1.999796833,4.313916117,38.60230897,3,33,8,2012,2,45
10-08-12,27.8,14.5,22.9,13.3,1006.2,1003.9,1004.8,2.3,72,37,53,35,1.7,0,4.453382146,21.134191,25.58757507,68.25881715,0.501093546,2.378014364,4.745649556,11.25197725,1.623204476,2.879108126,24.51768272,4,33,8,2012,2,67.5
13-08-12,27.4,11.2,20.5,16.2,1000.5,998.9,999.5,1.6,66,35,53,31,1.1,0,4.993913206,15.21779976,20.21170904,50.56803254,0.816385863,2.4877478,3.047269572,16.34761819,1.258005117,3.304133023,33.04272914,0,34,8,2012,2,315
14-08-12,28,14.7,21.9,13.3,1000.2,998.7,999.5,1.5,54,31,45,23,1.2,0,3.849434774,18.78259799,22.63203503,69.12833355,0.738271521,3.602257995,4.879313222,19.17869933,2.490180922,4.340529952,29.03292197,1,34,8,2012,2,202.5
15-08-12,31.8,15.9,23.7,15.9,1000.6,997.5,998.7,3.1,54,33,45,21,0.5,0,4.653735999,23.65373117,28.30746635,70.15291582,0.832158347,4.220983597,5.052763044,18.07266643,2.967482423,5.05314183,37.57966338,2,34,8,2012,2,337.5
16-08-12,31.9,16.9,25.3,15,1001.3,997.9,999.3,3.4,59,41,52,18,1,1,5.458037224,28.52486436,33.98289766,71.17749809,0.926045173,4.8397092,5.226212866,16.96663353,3.444783923,5.765753707,46.12640478,3,34,8,2012,2,0
17-08-12,31.3,19.5,24.7,11.8,1004.5,1003.4,1004,1.1,67,35,53,32,1.1,0,4.027771693,20.27952316,24.30729485,70.08246019,0.856986444,4.314861358,5.034923701,21.27693696,3.023960993,5.171847802,30.10598735,4,34,8,2012,2,22.5
20-08-12,34.2,15.2,25,19,1007.5,1003.6,1005.5,3.9,62,22,42,40,0.4,0,6.080183836,18.08621858,24.16640036,49.36069848,1.926037802,5.729224906,2.974617062,31.67729551,2.827985431,7.655262055,75.11800664,0,35,8,2012,2,67.5
21-08-12,36.2,14.6,26.3,21.6,1003.5,1001,1002,2.5,59,22,42,37,0.8,0,5.313451304,20.96204884,26.27549651,61.81772972,1.611845103,6.358875586,3.945090986,30.33518161,3.930912523,7.970719587,65.27470215,1,35,8,2012,2,135
22-08-12,37.9,18.4,27.8,19.5,1000.7,998.9,999.6,1.8,67,17,44,50,0.9,0,5.381590109,22.47360175,27.8551926,63.92912252,1.565560558,6.537804586,4.176015135,29.0910405,4.179561104,8.10336536,50.60032392,2,35,8,2012,2,135
23-08-12,35,19.5,27.4,15.5,1000.3,997.9,999.2,2.4,58,31,48,27,0.6,0,5.102862729,17.96175082,23.06461417,57.20589089,1.77830399,6.259516442,3.519936118,34.84914418,3.580812146,8.037820648,62.59833887,3,35,8,2012,2,45
24-08-12,38.6,18.4,27.6,20.2,997.1,995.1,995.9,2,68,21,46,47,1.1,0,5.520699503,22.02218602,27.54288553,62.23822039,1.129625288,4.50609895,3.989020958,20.4616333,2.804515795,5.635724238,45.90775066,4,35,8,2012,2,67.5
27-08-12,25.6,12.4,18.6,13.2,1006.6,1004.8,1005.5,1.8,90,35,63,55,0.9,0,18.47851737,33.64552704,52.12404962,17.27085077,1.520353909,2.768247449,1.820791483,8.227683418,0.478099886,4.288601788,43.51165361,0,36,8,2012,2,180
28-08-12,28.5,11.8,20.7,16.7,1007.3,1003.7,1005.4,3.6,69,31,55,38,0.9,0,7.716728568,19.07971027,26.79643546,39.07714879,1.496314656,3.699657161,2.472512814,19.39053114,1.445720533,5.195971163,58.29077759,1,36,8,2012,2,270
29-08-12,30.5,14.6,22.6,15.9,1005.5,1003.9,1004.6,1.6,73,30,53,43,0.9,0,7.466589538,20.06227821,27.52887116,43.93900519,1.914615374,5.144456664,2.686940016,25.64243507,2.26042308,7.059072913,50.2456,2,36,8,2012,2,135
30-08-12,31.5,13.6,22.6,17.9,1003.9,999.8,1001.8,4.1,70,24,47,46,0.8,0,7.380141694,24.95479359,32.33493343,55.45186887,1.73761753,5.875481612,3.381343425,23.54450094,3.258064359,7.613098705,59.9678158,3,36,8,2012,2,112.5
31-08-12,28.9,16.1,21,12.8,997.7,996.9,997.9,0.8,69,43,56,26,2.2,6.6,4.874066292,25.74450548,30.61857178,71.48156763,0.98216151,5.187714088,5.28193585,20.15076223,3.708259355,6.169875598,35.54790748,4,36,8,2012,2,247.5
03-09-12,29.6,15.8,24.3,13.8,1003.9,1001.2,1002.8,2.7,94,44,65,50,1.7,0,3.435431437,22.02879606,25.46422808,76.50857866,1.130470148,7.248841027,6.412235689,32.90620607,5.545985239,8.379311366,57.16013211,0,37,9,2012,3,22.5
04-09-12,27.5,19.7,23.8,7.8,1001.4,1001.1,1001.3,0.3,66,52,60,14,1.7,0,2.820920966,19.64436395,22.46528968,78.36924301,1.346334411,9.37562005,6.963812241,47.72676822,7.347602461,10.72195673,65.20609207,1,37,9,2012,3,112.5
05-09-12,27.7,17.8,23.2,9.9,1001.2,999.7,1000.2,1.5,78,50,67,28,0.8,1.3,2.96909443,22.92283509,25.89192894,80.48922811,1.107187714,8.548020945,7.720480313,37.29041766,6.880236077,9.655208442,41.34794167,2,37,9,2012,3,270
06-09-12,24.7,19.6,21.3,5.1,1008.1,1001.6,1004.9,6.5,63,52,56,11,2.6,0,11.29773686,38.64820603,49.94594544,55.96673521,0.970846702,3.321150406,3.42088035,8.593284779,1.858739454,4.291997327,40.19648,3,37,9,2012,3,112.5
07-09-12,25.3,12.5,17.3,12.8,1010.5,1007.4,1008.7,3.1,76,35,59,41,0.9,0,8.183163395,20.70597519,28.88913858,40.46884549,1.761531988,4.457229541,2.530314279,21.52629616,1.803789336,6.218761528,36.89619086,4,37,9,2012,3,135
10-09-12,30.9,12.9,22.4,18,1003.8,1002.6,1003,1.2,76,28,55,48,0.2,0,3.886029134,17.14191238,21.02794625,65.85197799,1.337133727,5.898316352,4.411164144,34.4087417,3.884157986,7.235451711,58.61986667,0,38,9,2012,3,225
11-09-12,31.2,13.6,21.6,17.6,1002.5,999.1,1000.5,3.4,75,37,59,38,0.3,0,4.582340775,23.94824892,28.53058771,71.17745068,1.61536423,8.442223435,5.22620427,35.25194456,6.008959422,10.05758697,27.99797685,1,38,9,2012,3,0
12-09-12,27.6,14.4,21.2,13.2,997.2,990.1,993.5,7.1,85,42,69,43,0.6,53,6.127597568,24.45060972,30.5782052,62.24979512,1.263277915,5.040787181,3.990244047,20.61620238,3.137879693,6.304064667,38.97827886,2,38,9,2012,3,45
13-09-12,20.4,9.9,11.6,10.5,997.3,992.5,995.1,4.8,84,77,84,7,2,17.5,31.24822846,47.0699972,78.31820274,51.93812043,1.1780548,1.774533754,1.506325303,3.769989079,2.318878172,2.95258769,41.21057309,3,38,9,2012,3,337.5
14-09-12,15.4,11.9,14.4,3.5,998.1,997.5,997.8,0.6,67,61,65,6,2.4,5,8.759051406,22.60266816,31.36171957,41.62644575,1.396315569,3.603182125,2.580492694,15.94140169,1.499876652,4.999497694,35.78897123,4,38,9,2012,3,315
17-09-12,23.6,8.7,17,14.9,1001.7,1000.8,1001.4,0.9,87,54,75,33,0.9,0,3.060788914,19.33358456,22.39437401,76.1526696,1.144207111,7.227425855,6.316536391,37.38275141,5.503877732,8.371633168,42.79532327,0,39,9,2012,3,202.5
18-09-12,24.7,11.7,17.7,13,1001.3,998.7,999.9,2.6,95,53,79,42,0.7,0,2.621264825,17.95013292,20.57139824,78.00307357,1.12945511,7.734384243,6.8478899,43.08817254,6.033057432,8.86383957,48.51371262,1,39,9,2012,3,225
19-09-12,23.8,12.4,15.6,11.4,1001.3,995.5,997.8,5.8,97,52,78,45,1.3,15.7,7.002637183,17.33465186,24.33728739,39.14934281,0.997352378,2.468892189,2.475446236,14.24252537,0.966555067,3.466244332,38.95445393,2,39,9,2012,3,292.5
20-09-12,18.4,8.8,11.6,9.6,1009.2,1005.2,1007.2,4,89,36,68,53,0.7,0,13.01897168,24.71855493,37.73752045,20.66362084,1.60731374,3.051736646,1.898656479,12.34593468,0.63059929,4.659049625,61.12938895,3,39,9,2012,3,337.5
21-09-12,19.6,4.9,11.8,14.7,1009.1,1005.1,1007,4,88,39,70,49,0.5,0,8.511766811,28.89116804,37.40293071,55.62142138,1.500894437,5.094429199,3.394262164,17.63317147,2.833593932,6.595322907,51.86804686,4,39,9,2012,3,135
24-09-12,27,11,18.8,16,995.8,989.1,992.2,6.7,95,47,77,48,0.7,6.2,8.839196722,16.99509801,25.83429071,15.86310114,1.984980715,3.816516688,1.922697112,22.45657357,0.605417902,5.801496501,50.2456,0,40,9,2012,3,0
25-09-12,25.9,12.1,17.1,13.8,996,994.6,995.5,1.4,93,51,77,42,0.2,0,12.00461218,20.47085483,32.47547709,5.134231229,2.563693176,4.371735632,1.705249159,21.35590168,0.224455016,6.935430959,73.03741856,1,40,9,2012,3,45
26-09-12,26.9,11,20.9,15.9,996.4,996.2,996.3,0.2,89,48,68,41,1.9,0,9.401101075,15.20813981,24.60923303,12.93473159,2.801040002,4.531236037,1.617697724,29.79480786,0.455964577,7.332273698,58.71395955,2,40,9,2012,3,112.5
27-09-12,28.1,15,20.5,13.1,999.9,995.2,997.3,4.7,91,48,73,43,1.6,9.2,8.013334517,16.35424329,24.36758105,20.73523196,1.62453954,3.315488055,2.040878645,20.27295299,0.687474139,4.94002825,42.17003777,3,40,9,2012,3,0
28-09-12,19.5,14.8,15.5,4.7,1006.5,1005.5,1006,1,93,73,83,20,1.7,1.8,9.175623848,26.51938146,35.69498732,44.02815978,1.810284462,5.232082851,2.890199282,19.72927936,2.303589798,7.042363765,33.16541254,4,40,9,2012,3,0
01-10-12,24.3,14.4,18.7,9.9,1003.2,1001.9,1002.3,1.3,93,63,83,30,0.4,5.5,10.61096205,29.54257145,40.15353349,41.89629298,2.23886255,6.233342134,2.784155792,21.09952462,2.611539283,8.472204684,59.06454803,0,41,10,2012,3,337.5
